Item_Identifier,Outlet_Identifier
FDV19,OUT045
DRG48,OUT017
FDI26,OUT013
FDU11,OUT019
FDF59,OUT019
FDR07,OUT049
NCE06,OUT017
FDE10,OUT046
NCO55,OUT046
FDZ13,OUT013
FDT50,OUT017
FDH12,OUT010
FDD21,OUT045
NCM05,OUT013
FDK04,OUT013
FDN33,OUT017
NCM18,OUT010
DRC25,OUT049
FDT47,OUT017
FDD45,OUT027
NCD07,OUT018
NCY54,OUT010
FDL12,OUT049
FDL02,OUT017
FDC60,OUT035
FDR37,OUT017
FDY16,OUT017
FDU26,OUT045
FDN24,OUT013
FDH44,OUT013
FDE23,OUT010
FDW60,OUT017
FDQ55,OUT049
FDV32,OUT027
FDV03,OUT010
FDY14,OUT010
NCL55,OUT027
DRF25,OUT017
FDX03,OUT046
FDF40,OUT045
FDX24,OUT010
FDA25,OUT049
FDH21,OUT018
FDB47,OUT010
FDT34,OUT019
FDS39,OUT010
NCU05,OUT046
FDE02,OUT049
FDL25,OUT035
FDC50,OUT049
FDZ32,OUT049
FDV14,OUT045
FDR07,OUT045
FDB26,OUT049
NCR50,OUT045
FDP01,OUT018
FDH57,OUT045
FDM60,OUT027
FDA45,OUT017
FDU55,OUT017
FDH40,OUT035
FDG40,OUT019
FDT12,OUT049
DRL59,OUT045
FDT47,OUT018
FDI60,OUT017
DRF51,OUT027
NCK31,OUT049
FDB08,OUT045
FDM44,OUT035
FDD46,OUT018
FDR27,OUT019
FDV56,OUT010
FDM02,OUT049
FDU45,OUT018
FDZ10,OUT017
NCK31,OUT010
FDR27,OUT035
FDF33,OUT013
FDJ36,OUT046
FDP33,OUT049
FDG17,OUT046
FDG47,OUT027
NCW29,OUT046
DRH59,OUT017
FDR32,OUT017
FDP48,OUT035
FDG17,OUT035
DRJ59,OUT017
FDY48,OUT027
FDB02,OUT046
FDN10,OUT019
NCD55,OUT035
FDX34,OUT013
FDZ38,OUT045
DRF37,OUT049
DRL47,OUT019
FDL27,OUT035
NCP53,OUT035
FDT03,OUT019
FDJ28,OUT035
FDF40,OUT018
FDA32,OUT035
NCP02,OUT017
FDZ31,OUT045
NCQ29,OUT013
FDP57,OUT010
FDL32,OUT027
DRB01,OUT035
FDJ40,OUT046
FDO24,OUT018
FDO11,OUT018
FDA56,OUT035
FDF02,OUT045
FDA10,OUT013
NCI55,OUT017
FDZ40,OUT010
FDV08,OUT049
FDN48,OUT013
FDU57,OUT017
DRF49,OUT013
FDS02,OUT035
FDS43,OUT046
FDT16,OUT013
FDX19,OUT027
FDK15,OUT046
DRA12,OUT049
FDY35,OUT017
NCU42,OUT013
FDD26,OUT013
FDR11,OUT018
NCP53,OUT045
FDP34,OUT045
NCV41,OUT019
FDN20,OUT018
FDZ16,OUT018
FDZ28,OUT049
NCL55,OUT013
NCJ17,OUT046
FDT37,OUT046
FDV51,OUT049
FDZ28,OUT035
FDN27,OUT013
FDS14,OUT019
FDZ58,OUT045
FDD46,OUT046
FDJ03,OUT035
FDU03,OUT010
FDA33,OUT027
NCW53,OUT035
NCC55,OUT017
FDP52,OUT019
FDE39,OUT049
FDB44,OUT035
FDG59,OUT013
FDI05,OUT013
FDF59,OUT045
FDM39,OUT019
FDB14,OUT013
NCS05,OUT019
DRJ35,OUT045
FDO31,OUT019
FDA31,OUT046
FDX40,OUT049
FDW56,OUT045
FDH09,OUT018
FDA52,OUT019
FDF20,OUT019
FDE40,OUT046
NCU17,OUT046
NCP14,OUT035
FDN25,OUT027
FDU39,OUT049
NCM05,OUT017
FDU07,OUT017
FDF28,OUT049
FDR57,OUT049
FDJ33,OUT013
DRH23,OUT035
FDQ52,OUT046
DRK13,OUT035
FDP09,OUT046
FDR08,OUT027
FDV50,OUT045
FDT13,OUT049
FDJ27,OUT027
FDH21,OUT046
FDW14,OUT027
FDL52,OUT049
FDW28,OUT017
FDL40,OUT049
FDE24,OUT046
FDX35,OUT049
FDP46,OUT017
FDX56,OUT045
FDQ45,OUT049
FDK50,OUT027
FDY26,OUT045
FDQ09,OUT017
FDN39,OUT049
FDP13,OUT017
FDR51,OUT013
FDZ49,OUT010
FDL28,OUT018
FDZ10,OUT035
FDK38,OUT013
DRL49,OUT027
FDR15,OUT013
FDQ24,OUT035
FDD56,OUT013
NCR42,OUT046
FDH52,OUT045
FDH57,OUT019
FDR15,OUT010
FDJ34,OUT035
FDW37,OUT035
FDQ23,OUT018
FDP34,OUT013
FDE04,OUT027
FDC48,OUT045
FDA47,OUT019
FDI35,OUT018
NCV05,OUT013
FDR28,OUT045
FDH31,OUT017
FDP59,OUT019
FDS19,OUT018
FDM60,OUT045
FDJ44,OUT018
DRH51,OUT017
DRC25,OUT017
DRE25,OUT013
NCX05,OUT049
FDR11,OUT017
DRP47,OUT045
DRC49,OUT019
FDQ47,OUT027
FDL20,OUT013
FDM34,OUT035
NCN55,OUT013
FDD41,OUT035
FDE52,OUT049
NCT18,OUT019
FDJ32,OUT018
FDE16,OUT046
FDZ09,OUT045
DRZ11,OUT046
FDK41,OUT049
FDE56,OUT049
FDH34,OUT013
DRI49,OUT013
DRI59,OUT046
DRC36,OUT049
FDS15,OUT019
FDI07,OUT018
FDZ15,OUT018
NCX41,OUT027
NCO29,OUT019
FDF57,OUT013
FDI33,OUT035
DRJ47,OUT049
FDB34,OUT046
FDY22,OUT027
DRL11,OUT017
FDY46,OUT035
FDG17,OUT013
FDE52,OUT018
DRP47,OUT027
FDO01,OUT010
FDL09,OUT046
FDR57,OUT013
DRD37,OUT035
FDQ36,OUT027
FDL33,OUT049
FDL48,OUT045
FDL28,OUT049
NCN29,OUT046
FDO13,OUT035
FDB38,OUT045
FDI36,OUT035
FDI58,OUT035
FDH22,OUT018
FDQ27,OUT013
FDT33,OUT046
FDC56,OUT045
FDF14,OUT046
FDQ39,OUT017
NCM43,OUT017
FDS46,OUT035
FDI22,OUT049
NCE43,OUT045
FDZ36,OUT010
FDR13,OUT019
FDP46,OUT018
FDW56,OUT019
FDB40,OUT017
FDM28,OUT018
FDV49,OUT013
NCS53,OUT018
FDO03,OUT049
FDT15,OUT035
FDD33,OUT049
FDX13,OUT017
FDH60,OUT013
DRH51,OUT046
NCL07,OUT049
FDW51,OUT045
FDF21,OUT019
FDH26,OUT019
FDJ03,OUT049
FDU35,OUT017
DRL01,OUT018
FDE59,OUT045
FDI60,OUT035
DRH39,OUT035
FDK36,OUT049
FDN52,OUT045
FDU12,OUT017
NCT05,OUT027
FDS37,OUT027
FDK24,OUT017
DRF36,OUT013
FDN46,OUT010
NCN06,OUT045
FDD59,OUT035
FDM14,OUT045
FDO10,OUT018
FDU35,OUT013
NCA30,OUT018
NCO41,OUT049
FDI24,OUT046
FDZ16,OUT046
FDV47,OUT046
FDV16,OUT045
FDZ22,OUT035
FDO20,OUT010
FDW38,OUT013
FDW52,OUT045
FDT43,OUT019
NCS29,OUT045
NCC31,OUT017
FDA21,OUT017
FDQ55,OUT046
NCE54,OUT049
FDD45,OUT017
NCP17,OUT017
FDR47,OUT035
DRM35,OUT013
FDR47,OUT019
FDX19,OUT010
FDV22,OUT027
FDQ46,OUT027
DRO47,OUT045
FDB44,OUT010
FDN02,OUT010
FDW10,OUT045
FDJ41,OUT019
FDM50,OUT046
FDW10,OUT035
FDY48,OUT049
NCE30,OUT027
FDO04,OUT045
FDQ26,OUT010
NCX29,OUT018
FDE39,OUT046
NCR54,OUT027
NCP55,OUT027
FDX22,OUT017
FDI05,OUT035
FDC51,OUT027
FDC10,OUT013
FDJ46,OUT045
FDV10,OUT010
FDX12,OUT027
FDL43,OUT019
DRB13,OUT046
FDF59,OUT027
FDT35,OUT049
NCJ19,OUT035
FDT35,OUT018
FDI48,OUT046
DRC24,OUT019
NCZ05,OUT017
FDJ57,OUT049
FDX11,OUT017
FDE09,OUT035
NCK06,OUT049
DRE37,OUT017
FDV56,OUT046
FDY43,OUT017
FDV35,OUT013
FDF05,OUT019
FDA36,OUT035
FDS13,OUT027
FDU47,OUT013
FDI36,OUT010
FDH48,OUT046
FDZ14,OUT013
FDS46,OUT013
FDE21,OUT017
FDA26,OUT049
FDV12,OUT046
FDL46,OUT019
FDN57,OUT013
NCJ18,OUT017
FDO36,OUT045
FDX55,OUT018
FDT25,OUT019
FDD16,OUT049
NCX18,OUT013
NCG55,OUT018
NCV18,OUT049
NCS18,OUT035
FDC37,OUT045
FDE47,OUT046
DRG49,OUT019
FDC39,OUT049
FDH24,OUT019
FDV39,OUT027
NCL17,OUT045
NCY53,OUT035
FDH52,OUT013
NCD19,OUT018
FDI44,OUT046
DRD49,OUT027
FDN08,OUT035
FDO20,OUT027
FDY02,OUT046
FDX23,OUT045
FDX01,OUT017
FDH20,OUT027
NCX41,OUT017
FDD21,OUT027
DRH11,OUT019
DRE60,OUT018
FDB10,OUT013
FDH38,OUT013
NCL07,OUT018
FDD48,OUT046
NCT54,OUT027
FDF32,OUT027
DRH51,OUT045
DRG03,OUT035
NCY42,OUT019
FDH32,OUT017
NCJ06,OUT027
FDH47,OUT027
FDZ08,OUT018
FDK16,OUT017
DRG01,OUT018
NCM53,OUT027
NCB07,OUT035
NCZ06,OUT035
FDU48,OUT049
NCB55,OUT027
FDP15,OUT013
FDF17,OUT046
NCN06,OUT049
DRM48,OUT018
FDH10,OUT046
FDC60,OUT018
FDE35,OUT018
DRI23,OUT013
NCR38,OUT013
FDP04,OUT035
NCW17,OUT045
FDX34,OUT017
NCK53,OUT045
NCO54,OUT010
NCH55,OUT046
FDT44,OUT027
DRG49,OUT046
FDX46,OUT010
DRG36,OUT049
FDU37,OUT049
FDK10,OUT049
DRF37,OUT027
FDC44,OUT035
FDP15,OUT046
FDZ27,OUT027
FDY22,OUT019
DRG51,OUT035
FDN58,OUT045
FDW01,OUT049
FDX24,OUT018
FDO51,OUT017
FDJ52,OUT027
NCY06,OUT010
FDE20,OUT018
FDT23,OUT010
FDQ51,OUT046
FDE35,OUT046
FDB46,OUT013
NCG19,OUT035
NCL06,OUT018
FDT36,OUT019
FDC56,OUT049
FDJ26,OUT049
FDZ59,OUT017
FDV11,OUT027
FDR13,OUT010
FDI15,OUT018
FDF47,OUT018
NCB54,OUT019
NCK19,OUT027
FDX16,OUT017
FDL50,OUT045
NCE31,OUT035
DRJ01,OUT049
FDE22,OUT013
FDY20,OUT019
NCO14,OUT045
NCR50,OUT017
DRM47,OUT017
FDO27,OUT010
FDJ20,OUT027
NCX17,OUT013
FDG59,OUT049
FDD52,OUT045
FDO48,OUT017
FDC59,OUT019
FDS15,OUT018
FDB47,OUT035
FDV14,OUT019
FDB27,OUT013
FDA35,OUT035
FDN51,OUT018
FDO39,OUT019
FDB28,OUT049
DRJ25,OUT046
FDH46,OUT027
FDI10,OUT045
FDU21,OUT018
FDD09,OUT049
FDD10,OUT046
FDN31,OUT010
FDA46,OUT018
FDM56,OUT046
FDF11,OUT010
FDS32,OUT018
NCM06,OUT013
FDZ26,OUT045
FDO01,OUT013
FDJ46,OUT049
FDG26,OUT019
FDZ38,OUT035
NCO55,OUT013
FDT60,OUT035
FDW37,OUT049
NCK42,OUT018
FDA45,OUT046
FDW55,OUT018
FDY44,OUT017
FDQ31,OUT017
FDM09,OUT049
FDH12,OUT018
NCQ43,OUT035
FDT33,OUT035
NCT41,OUT018
DRJ25,OUT010
NCQ41,OUT046
NCN17,OUT049
DRO35,OUT027
FDU27,OUT018
FDY43,OUT027
FDG46,OUT035
DRL49,OUT018
NCB55,OUT049
FDK28,OUT049
FDO49,OUT045
FDT03,OUT013
FDW33,OUT027
FDR02,OUT035
FDF50,OUT013
FDA40,OUT018
NCT53,OUT018
FDY60,OUT035
FDP44,OUT027
NCQ50,OUT045
NCC30,OUT017
FDQ60,OUT018
FDG41,OUT046
FDQ03,OUT046
FDM03,OUT045
FDZ51,OUT018
DRF51,OUT035
FDF39,OUT017
FDW52,OUT035
FDY22,OUT049
FDG14,OUT013
FDA57,OUT017
FDL45,OUT019
FDX28,OUT046
NCQ54,OUT013
FDH40,OUT045
FDU52,OUT035
FDT60,OUT010
FDK08,OUT045
FDN04,OUT049
FDE50,OUT013
FDI16,OUT049
FDM50,OUT049
NCV30,OUT049
FDT44,OUT013
FDY60,OUT013
FDT56,OUT017
FDV58,OUT018
FDU04,OUT013
NCN05,OUT027
FDI53,OUT018
FDD34,OUT046
FDW47,OUT027
FDT51,OUT027
FDO27,OUT013
NCQ18,OUT018
NCW05,OUT013
FDI15,OUT010
NCH43,OUT010
FDT40,OUT049
NCG19,OUT017
NCM30,OUT035
FDB38,OUT017
FDB22,OUT046
FDC58,OUT046
NCI29,OUT013
FDA23,OUT010
DRG48,OUT013
FDV21,OUT013
NCG18,OUT019
FDG40,OUT045
FDU24,OUT018
FDA22,OUT049
FDY35,OUT046
FDJ15,OUT045
NCW18,OUT018
FDK56,OUT018
FDF44,OUT046
FDP51,OUT049
FDU22,OUT027
FDM28,OUT017
NCL42,OUT046
FDJ15,OUT019
FDI32,OUT018
DRL11,OUT046
DRO59,OUT018
FDA07,OUT019
NCO53,OUT013
FDO21,OUT045
FDW39,OUT045
NCV17,OUT013
FDE22,OUT046
NCB06,OUT018
DRF48,OUT017
FDB05,OUT013
FDP28,OUT027
FDP23,OUT046
NCS41,OUT018
FDS40,OUT018
FDA16,OUT017
FDN20,OUT035
FDF04,OUT027
DRG36,OUT018
FDW16,OUT018
FDU09,OUT017
FDW01,OUT046
FDB15,OUT045
NCJ17,OUT049
NCT18,OUT018
FDG16,OUT018
FDP27,OUT017
FDQ44,OUT027
FDL50,OUT027
FDW57,OUT027
FDS34,OUT013
NCV30,OUT035
FDD26,OUT018
FDA03,OUT045
FDS27,OUT018
FDM12,OUT013
NCV42,OUT027
NCS41,OUT046
FDN56,OUT018
DRK59,OUT046
NCG18,OUT046
NCN26,OUT017
FDI60,OUT027
NCI43,OUT049
NCL17,OUT049
FDQ19,OUT019
FDY43,OUT049
FDR36,OUT049
FDJ58,OUT049
DRY23,OUT045
FDK26,OUT027
DRH03,OUT045
FDC10,OUT010
FDD23,OUT013
FDP32,OUT045
FDO31,OUT035
FDQ57,OUT013
FDX32,OUT027
FDC39,OUT027
FDU55,OUT046
FDL45,OUT013
DRK37,OUT049
FDK22,OUT013
DRG37,OUT027
FDK22,OUT017
DRH36,OUT018
DRC36,OUT018
DRE03,OUT027
FDF34,OUT046
FDZ22,OUT046
FDC44,OUT010
FDN31,OUT027
FDO03,OUT017
FDA01,OUT049
NCH42,OUT049
FDF46,OUT018
DRL35,OUT046
FDW46,OUT049
FDB58,OUT046
FDD47,OUT018
NCO17,OUT045
FDJ26,OUT017
FDU37,OUT045
FDA15,OUT049
DRC01,OUT018
FDN15,OUT049
FDX07,OUT010
NCD19,OUT013
FDP36,OUT018
FDO10,OUT013
FDP10,OUT027
FDH17,OUT045
FDU28,OUT017
FDY07,OUT049
FDA03,OUT046
FDX32,OUT049
FDS46,OUT046
FDF32,OUT013
FDP49,OUT046
NCB42,OUT018
FDP49,OUT049
DRI11,OUT027
FDU02,OUT035
FDN22,OUT013
FDW12,OUT027
NCB30,OUT035
FDC37,OUT019
FDR28,OUT046
NCD06,OUT017
FDV10,OUT035
DRJ59,OUT013
FDE51,OUT010
FDC14,OUT019
FDV38,OUT010
NCS17,OUT018
FDP33,OUT018
FDO23,OUT045
DRH01,OUT046
NCX29,OUT049
FDV20,OUT027
DRZ11,OUT018
FDX10,OUT027
FDB34,OUT027
FDU02,OUT046
FDK43,OUT013
FDA46,OUT049
FDC02,OUT018
FDL50,OUT013
FDM39,OUT010
NCP05,OUT045
FDV49,OUT045
FDL12,OUT046
FDS02,OUT019
NCL17,OUT046
FDM40,OUT013
FDR13,OUT013
FDA43,OUT017
NCP18,OUT017
FDK21,OUT018
NCX54,OUT045
DRK35,OUT049
FDY21,OUT046
FDI26,OUT019
FDM20,OUT018
FDV27,OUT045
FDF09,OUT027
FDY40,OUT019
FDY45,OUT027
FDC46,OUT010
FDH19,OUT035
FDZ03,OUT045
DRH37,OUT045
NCI17,OUT046
FDJ58,OUT046
FDL12,OUT013
FDH35,OUT045
FDG02,OUT017
NCZ18,OUT049
FDC29,OUT046
FDQ10,OUT049
FDN48,OUT019
FDL04,OUT017
FDV25,OUT045
FDD58,OUT046
FDN04,OUT046
FDV45,OUT018
NCL18,OUT019
FDR12,OUT027
FDG20,OUT017
FDZ55,OUT035
FDQ49,OUT027
FDN33,OUT046
FDN27,OUT049
FDW20,OUT010
DRG27,OUT049
DRI25,OUT045
FDA44,OUT035
NCR17,OUT035
FDU04,OUT019
FDF41,OUT049
FDB56,OUT035
NCP18,OUT027
FDB56,OUT046
FDT28,OUT045
FDD10,OUT027
FDW57,OUT049
DRB48,OUT013
FDP09,OUT018
FDH14,OUT013
FDA47,OUT013
FDG12,OUT045
DRE60,OUT019
DRK49,OUT013
FDD03,OUT046
FDS52,OUT017
FDW39,OUT019
FDX34,OUT027
FDV11,OUT045
FDD17,OUT049
FDZ16,OUT017
FDZ46,OUT035
DRA12,OUT017
FDY58,OUT018
NCF19,OUT017
DRJ13,OUT045
FDB14,OUT010
FDJ38,OUT035
FDW11,OUT017
FDL40,OUT035
DRI49,OUT046
FDV38,OUT017
DRG23,OUT013
NCP30,OUT045
FDY25,OUT027
NCH54,OUT046
NCR53,OUT027
FDS52,OUT010
FDG02,OUT018
NCO26,OUT046
FDH35,OUT027
FDB51,OUT045
FDX44,OUT017
NCN07,OUT010
NCC31,OUT035
NCX54,OUT017
NCO55,OUT045
NCC30,OUT049
FDI16,OUT035
FDP16,OUT049
FDB11,OUT035
NCB06,OUT035
FDA45,OUT035
NCO26,OUT035
DRJ25,OUT017
FDR28,OUT018
FDI04,OUT018
DRK12,OUT027
FDX20,OUT046
NCI18,OUT018
FDB36,OUT018
FDN13,OUT017
DRD24,OUT017
FDQ28,OUT013
FDM22,OUT013
FDR07,OUT027
FDV25,OUT018
DRF49,OUT046
FDW51,OUT046
DRL01,OUT017
FDP25,OUT017
FDL50,OUT018
NCB30,OUT027
FDW11,OUT018
NCM43,OUT035
FDK44,OUT017
FDM15,OUT013
FDS31,OUT013
FDI32,OUT010
FDR47,OUT010
FDB35,OUT045
NCU05,OUT010
DRY23,OUT019
FDO24,OUT045
FDQ28,OUT027
FDV39,OUT045
NCO17,OUT019
FDU50,OUT013
FDT12,OUT027
FDK58,OUT018
FDO08,OUT019
NCW29,OUT049
FDE04,OUT045
NCB19,OUT049
FDV15,OUT049
FDL58,OUT049
FDA08,OUT045
FDT43,OUT018
NCX06,OUT027
FDT20,OUT046
FDB41,OUT046
NCN55,OUT049
FDE40,OUT027
FDX49,OUT027
NCM53,OUT045
FDE36,OUT035
FDN57,OUT045
FDI24,OUT027
FDI19,OUT046
FDF24,OUT010
FDG52,OUT049
DRF36,OUT045
FDS45,OUT019
FDX40,OUT010
DRK12,OUT035
DRC27,OUT035
FDL58,OUT017
NCD30,OUT045
NCZ54,OUT010
FDE10,OUT010
FDR44,OUT010
FDP28,OUT010
FDX15,OUT013
FDA39,OUT035
FDY24,OUT049
FDC60,OUT017
FDH28,OUT046
FDT25,OUT017
DRJ13,OUT013
NCO07,OUT019
FDW20,OUT013
DRF27,OUT019
FDS49,OUT035
FDX25,OUT027
NCX42,OUT027
FDG33,OUT027
FDL56,OUT045
FDF14,OUT035
NCD06,OUT046
DRM47,OUT027
FDS46,OUT019
FDB35,OUT013
FDX21,OUT027
NCU05,OUT027
NCR38,OUT045
NCR18,OUT017
NCU41,OUT035
FDY56,OUT017
DRJ51,OUT035
FDK21,OUT035
FDY25,OUT013
FDU44,OUT035
FDL43,OUT049
FDF05,OUT017
DRF15,OUT019
FDL20,OUT018
FDV32,OUT049
FDJ34,OUT013
FDG08,OUT045
FDQ04,OUT019
FDW13,OUT017
NCI17,OUT013
FDY03,OUT045
FDS12,OUT017
FDJ55,OUT013
DRK01,OUT035
FDG28,OUT017
FDY38,OUT045
FDN01,OUT045
NCR54,OUT013
FDG29,OUT013
FDG24,OUT013
FDG59,OUT017
FDM28,OUT013
FDW04,OUT046
FDS26,OUT013
FDQ56,OUT013
FDK51,OUT035
FDL22,OUT046
FDH19,OUT027
FDY55,OUT013
FDY03,OUT017
FDK21,OUT010
FDZ10,OUT027
FDZ32,OUT018
NCZ18,OUT035
NCF07,OUT027
DRE49,OUT017
FDJ08,OUT019
FDT39,OUT035
FDE08,OUT010
NCD06,OUT018
FDB57,OUT035
NCT54,OUT049
DRF49,OUT045
FDM25,OUT027
FDF20,OUT045
FDH27,OUT018
FDV60,OUT027
FDY59,OUT049
FDK36,OUT035
NCM31,OUT046
FDE33,OUT017
FDU36,OUT046
FDV13,OUT027
FDV20,OUT019
NCQ54,OUT035
FDO23,OUT018
DRE60,OUT045
DRP47,OUT017
FDB21,OUT045
FDR04,OUT018
FDX23,OUT046
FDX19,OUT035
FDD40,OUT035
FDA01,OUT046
FDS33,OUT046
FDM50,OUT027
FDB29,OUT013
FDF46,OUT045
FDA33,OUT045
FDC08,OUT010
FDB53,OUT045
FDY31,OUT027
DRQ35,OUT027
FDX36,OUT049
DRD13,OUT017
FDC52,OUT017
FDB45,OUT049
NCK19,OUT010
FDV51,OUT013
FDZ35,OUT045
NCW17,OUT027
FDV59,OUT045
DRH39,OUT013
FDN60,OUT027
FDU55,OUT045
FDN58,OUT027
FDC41,OUT019
FDO01,OUT027
NCO43,OUT046
FDQ07,OUT045
FDF28,OUT017
FDM01,OUT017
FDY49,OUT027
FDR24,OUT013
NCY18,OUT013
NCY30,OUT045
FDJ22,OUT019
DRI37,OUT049
FDL27,OUT049
NCO30,OUT049
NCB07,OUT049
FDX25,OUT018
FDP59,OUT018
FDR59,OUT045
FDT27,OUT013
DRI01,OUT046
FDU09,OUT049
FDH26,OUT046
FDH27,OUT046
FDN39,OUT027
FDH40,OUT046
FDJ56,OUT027
DRN47,OUT018
NCO17,OUT046
FDX60,OUT045
FDT22,OUT049
FDX26,OUT019
FDG45,OUT013
FDD44,OUT035
FDS15,OUT017
FDL51,OUT018
FDL32,OUT017
FDZ07,OUT027
NCW53,OUT019
NCA54,OUT045
FDX09,OUT035
FDO51,OUT013
FDW49,OUT018
FDB27,OUT046
FDF45,OUT013
FDV02,OUT013
FDY28,OUT035
FDX31,OUT027
FDR43,OUT027
FDP51,OUT018
FDL52,OUT017
FDR44,OUT046
FDB34,OUT035
FDC50,OUT035
FDT57,OUT010
FDP22,OUT027
DRE49,OUT046
FDM40,OUT046
FDY32,OUT045
FDW07,OUT046
FDU02,OUT019
NCF18,OUT045
FDQ56,OUT049
FDN58,OUT049
FDG35,OUT046
FDY34,OUT018
NCE19,OUT045
NCK31,OUT027
NCJ29,OUT045
FDT59,OUT035
NCX41,OUT046
FDU45,OUT027
FDW24,OUT019
FDF22,OUT049
FDM60,OUT046
FDR02,OUT013
DRP35,OUT027
FDS48,OUT046
NCZ42,OUT010
FDZ38,OUT018
FDH19,OUT046
NCB55,OUT046
FDC15,OUT017
FDF11,OUT035
FDW35,OUT019
FDB44,OUT045
NCC06,OUT017
FDR04,OUT010
FDB17,OUT045
FDW43,OUT049
FDA27,OUT018
NCU41,OUT049
FDY56,OUT049
FDV39,OUT018
FDN32,OUT018
FDW07,OUT045
FDZ27,OUT045
FDW23,OUT019
FDU01,OUT046
FDF10,OUT049
DRH03,OUT019
FDW27,OUT019
DRI13,OUT013
NCR05,OUT046
FDB29,OUT045
FDL51,OUT049
FDB11,OUT013
FDI35,OUT046
FDX08,OUT046
FDP59,OUT045
NCJ18,OUT049
FDJ41,OUT018
FDU08,OUT035
FDS09,OUT019
DRH15,OUT013
NCV17,OUT017
NCO54,OUT027
FDE24,OUT035
FDH53,OUT046
FDZ13,OUT018
FDW28,OUT045
FDU46,OUT013
NCE43,OUT035
FDS26,OUT027
FDB14,OUT046
DRB48,OUT027
NCC42,OUT013
FDQ20,OUT013
FDA13,OUT017
FDZ15,OUT046
NCV42,OUT017
DRI51,OUT018
FDO28,OUT035
NCS54,OUT013
FDH16,OUT017
FDG24,OUT045
FDR52,OUT018
NCH06,OUT045
FDA36,OUT045
FDU56,OUT027
FDT09,OUT049
FDU25,OUT046
FDK41,OUT046
NCT54,OUT035
FDV51,OUT010
FDM24,OUT045
NCO30,OUT045
FDQ45,OUT013
DRK59,OUT035
FDW28,OUT046
FDC02,OUT010
FDR21,OUT035
FDN48,OUT027
FDT44,OUT045
FDX14,OUT019
FDH57,OUT046
FDH28,OUT019
NCT41,OUT019
FDO11,OUT027
NCP42,OUT017
FDN09,OUT010
FDP32,OUT035
FDV57,OUT049
FDW28,OUT013
FDR56,OUT027
FDA40,OUT035
NCG42,OUT045
NCK54,OUT017
FDE16,OUT049
FDB15,OUT010
FDC40,OUT017
FDE53,OUT027
FDK24,OUT018
FDW31,OUT018
NCX29,OUT017
NCM07,OUT035
DRN36,OUT019
FDQ37,OUT010
FDK43,OUT045
FDK28,OUT018
FDR43,OUT045
FDL48,OUT013
DRL23,OUT045
NCX42,OUT045
DRD37,OUT018
FDZ47,OUT027
NCJ54,OUT027
FDL52,OUT013
FDC15,OUT010
NCD19,OUT010
FDD08,OUT013
NCN18,OUT045
FDY56,OUT046
NCI29,OUT018
NCE06,OUT019
FDC08,OUT017
FDU52,OUT045
FDN16,OUT013
NCM55,OUT010
FDR49,OUT010
FDC15,OUT049
FDB53,OUT017
FDK44,OUT046
FDA16,OUT035
FDO19,OUT027
FDO04,OUT046
NCL19,OUT035
FDA44,OUT010
FDR60,OUT017
FDV37,OUT027
FDG53,OUT013
DRG01,OUT035
FDB38,OUT019
FDI27,OUT049
FDD29,OUT010
NCR41,OUT045
FDW44,OUT049
FDU21,OUT035
FDI14,OUT046
FDW50,OUT019
FDN39,OUT046
FDT31,OUT017
FDJ14,OUT017
NCQ43,OUT027
FDZ22,OUT027
FDU38,OUT017
FDS32,OUT045
DRH13,OUT018
DRF03,OUT010
FDJ20,OUT049
FDE22,OUT019
FDX22,OUT035
DRM11,OUT013
FDL58,OUT045
FDL25,OUT049
FDD40,OUT049
FDT08,OUT045
FDO22,OUT017
NCM41,OUT018
FDJ21,OUT045
FDC53,OUT018
DRK35,OUT019
FDQ09,OUT018
DRB48,OUT046
DRE25,OUT035
FDL08,OUT013
NCV42,OUT049
FDW03,OUT049
FDL25,OUT017
FDC17,OUT018
FDK44,OUT045
FDE34,OUT046
FDP10,OUT035
FDZ22,OUT045
NCK19,OUT013
FDO44,OUT027
NCU41,OUT046
NCF31,OUT045
FDG14,OUT017
NCH30,OUT035
FDR36,OUT013
NCJ30,OUT046
FDR08,OUT045
FDU04,OUT018
NCQ50,OUT017
FDL46,OUT027
DRK37,OUT046
FDK48,OUT046
FDV58,OUT046
FDN27,OUT018
FDZ52,OUT049
NCF42,OUT046
FDQ48,OUT035
FDW49,OUT045
FDR58,OUT035
NCE07,OUT017
FDK14,OUT046
FDC11,OUT027
FDL22,OUT045
NCQ41,OUT013
FDX46,OUT013
FDC35,OUT045
FDH45,OUT035
FDX33,OUT017
DRJ35,OUT013
FDC40,OUT013
FDO19,OUT045
FDP13,OUT049
FDP24,OUT049
NCQ42,OUT018
FDY59,OUT018
FDU14,OUT045
FDB21,OUT035
FDT32,OUT018
FDK20,OUT049
FDX09,OUT027
FDM01,OUT035
DRI37,OUT027
FDL20,OUT045
FDU13,OUT018
FDE05,OUT019
FDE58,OUT013
FDT32,OUT027
FDZ01,OUT010
FDM08,OUT046
FDS58,OUT013
FDZ26,OUT046
FDC46,OUT027
FDY51,OUT018
FDL34,OUT017
DRG39,OUT018
NCG43,OUT018
FDT01,OUT045
NCR38,OUT017
DRF01,OUT049
FDF53,OUT035
FDS45,OUT013
FDR20,OUT017
FDY07,OUT010
FDD38,OUT045
DRF15,OUT018
FDH32,OUT046
NCJ42,OUT046
FDB56,OUT018
